plate_ID,plate_well,is_blank,family_ID.group,sample_ID.group,treatment.group,exclude_from_analysis,exclude_reason,width_mm.measurement,length_mm.measurement,weight_mg.measurement,area_mm2.measurement,imageJ_ID
plate-C,B08,FALSE,9,20,,,,,,,1026.829,2
plate-C,B09,FALSE,7,21,,,,,,,504.986,5
plate-C,B10,FALSE,5,22,,,,,,,1199.943,9
plate-C,B11,FALSE,1,23,,,,,,,460.406,10
plate-C,B12,FALSE,9,24,,,,,,,187.493,10
plate-C,C01,FALSE,7,25,,,,,,,956.614,3
plate-C,C02,FALSE,5,26,,,,,,,848.654,7
plate-C,C03,FALSE,1,27,,,,,,,971.297,6
plate-C,C04,FALSE,9,28,,,,,,,319.988,9
plate-C,C05,FALSE,7,29,,,,,,,744.806,7
plate-C,C06,FALSE,5,30,,,,,,,849.49,8
plate-C,C07,FALSE,1,31,,,,,,,1116.156,7
plate-C,C08,FALSE,9,32,,,,,,,380.027,8
plate-C,C09,FALSE,7,33,,,,,,,595.1,8
plate-C,C10,FALSE,5,34,,,,,,,1678.501,6
plate-C,C11,FALSE,1,35,,,,,,,805.062,9
plate-C,C12,FALSE,9,36,,,,,,,550.387,7
plate-C,D01,FALSE,7,37,,,,,,,527.424,10
plate-C,D02,FALSE,5,38,,,,,,,455.74,10
plate-C,D03,FALSE,1,39,,,,,,,1076.625,8
plate-C,D04,FALSE,9,40,,,,,,,591.642,6
plate-C,D05,TRUE,,B1,,,,,,,,
plate-C,D06,TRUE,,B2,,,,,,,,
plate-C,D07,TRUE,,B3,,,,,,,,
,D08,,,,,,,,,,,
,D09,,,,,,,,,,,
,D10,,,,,,,,,,,
,D11,,,,,,,,,,,
,D12,,,,,,,,,,,
,E01,,,,,,,,,,,
,E02,,,,,,,,,,,
,E03,,,,,,,,,,,
,E04,,,,,,,,,,,
,E05,,,,,,,,,,,
,E06,,,,,,,,,,,
,E07,,,,,,,,,,,
,E08,,,,,,,,,,,
,E09,,,,,,,,,,,
,E10,,,,,,,,,,,
,E11,,,,,,,,,,,
,E12,,,,,,,,,,,
,F01,,,,,,,,,,,
,F02,,,,,,,,,,,
,F03,,,,,,,,,,,
,F04,,,,,,,,,,,
,F05,,,,,,,,,,,
,F06,,,,,,,,,,,
,F07,,,,,,,,,,,
,F08,,,,,,,,,,,
,F09,,,,,,,,,,,
,F10,,,,,,,,,,,
,F11,,,,,,,,,,,
,F12,,,,,,,,,,,
,G01,,,,,,,,,,,
,G02,,,,,,,,,,,
,G03,,,,,,,,,,,
,G04,,,,,,,,,,,
,G05,,,,,,,,,,,
,G06,,,,,,,,,,,
,G07,,,,,,,,,,,
,G08,,,,,,,,,,,
,G09,,,,,,,,,,,
,G10,,,,,,,,,,,
,G11,,,,,,,,,,,
,G12,,,,,,,,,,,
,H01,,,,,,,,,,,
,H02,,,,,,,,,,,
,H03,,,,,,,,,,,
,H04,,,,,,,,,,,
,H05,,,,,,,,,,,
,H06,,,,,,,,,,,
,H07,,,,,,,,,,,
,H08,,,,,,,,,,,
,H09,,,,,,,,,,,
,H10,,,,,,,,,,,
,H11,,,,,,,,,,,
,H12,,,,,,,,,,,
plate-B,A01,FALSE,7,41,,,,,,,861.6,11
,A02,FALSE,5,42,,,,,,,579.308,12
,A03,FALSE,1,43,,,,,,,748.875,12
,A04,FALSE,9,44,,,,,,,458.09,15
,A05,FALSE,7,45,,,,,,,985.197,12
,A06,FALSE,5,46,,,,,,,1001.644,14
,A07,FALSE,1,47,,,,,,,602.859,14
,A08,FALSE,9,48,,,,,,,784.503,14
,A09,FALSE,7,49,,,,,,,914.647,13
,A10,FALSE,5,50,,,,,,,729.337,15
,A11,FALSE,1,51,,,,,,,631.875,13
,A12,FALSE,9,52,,,,,,,611.228,12
,B01,FALSE,7,53,,,,,,,1083.76,14
,B02,FALSE,5,54,,,,,,,1028.912,11
,B03,FALSE,1,55,,,,,,,535.812,15
,B04,FALSE,9,56,,,,,,,693.62,13
,B05,FALSE,7,57,,,,,,,440.409,17
,B06,FALSE,5,58,,,,,,,1050.694,13
,B07,FALSE,1,59,,,,,,,1167.531,11
,B08,FALSE,9,60,,,,,,,1064.247,11
,B09,FALSE,7,61,,,,,,,1120.343,15
,B10,FALSE,5,62,,,,,,,1540.816,16
,B11,FALSE,1,63,,,,,,,553.266,17
,B12,FALSE,9,64,,,,,,,756.544,20
,C01,FALSE,7,65,,,,,,,999.931,16
,C02,FALSE,5,66,,,,,,,729.634,18
,C03,FALSE,1,67,,,,,,,276.656,18
,C04,FALSE,9,68,,,,,,,680.86,18
,C05,FALSE,7,69,,,,,,,597.109,19
,C06,FALSE,5,70,,,,,,,361.721,20
,C07,FALSE,1,71,,,,,,,768.953,16
,C08,FALSE,9,72,,,,,,,724.346,16
,C09,FALSE,7,73,,,,,,,709.782,20
,C10,FALSE,5,74,,,,,,,640.391,19
,C11,FALSE,1,75,,,,,,,437.688,19
,C12,FALSE,9,76,,,,,,,350.372,19
,D01,FALSE,7,77,,,,,,,518.023,18
,D02,FALSE,5,78,,,,,,,1108.121,17
,D03,FALSE,1,79,,,,,,,549.469,20
,D04,FALSE,9,80,,,,,,,499.881,17
,D05,TRUE,,B1,,,,,,,,
,D06,TRUE,,B2,,,,,,,,
,D07,TRUE,,B3,,,,,,,,
